,eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age,result,Age,Reach,weight,height,fightdif,windif,lossdif,subdif,KOdif,Decdif,subldif,KOldif,Decldif,subavg,decexp,subexp,KOexp
1265,12446,7,5/29/10,Diego Sanchez,John Hathaway,loss,win,4824,16704,Decision,3,5:00,13,10,3,0,1,3,3,0,3,0,2,3,5,0,1,2,0,1,2,0,0,0,4824,70.0,155.0,United States,70.0,155.0,72.0,Southpaw,2.75,0.36,2.95,0.58,1.48,0.21,0.5,1.0,9.83,16704,74.0,170.0,England,73.0,170.0,75.0,Orthodox,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,10.76,28.40793977,22.91033539,0,5.4976043799999985,-3.0,-15.0,-4.0,10,7,3,2,2,3,0,1,2,0.09999999999999998,1,2,1
2521,35507,10,9/27/14,Eddie Alvarez,Donald Cerrone,loss,win,9265,15105,Decision,3,5:00,0,0,0,0,0,14,11,3,4,0,0,0,0,0,0,0,4,4,3,0,1,2,9265,70.0,155.0,United States,69.0,155.0,69.0,Orthodox,3.43,0.42,3.28,0.59,3.58,0.38,0.92,0.5,13.1,15105,71.0,155.0,United States,73.0,170.0,73.0,Orthodox,4.18,0.47,4.01,0.54,1.36,0.42,0.7,1.6,13.28,30.71047228,31.49897331,0,-0.788501029999999,-4.0,0.0,-1.0,-14,-11,-3,-4,-4,-3,0,-1,-2,-1.1,-1,-4,-3
2648,37109,6,6/28/14,Jake Matthews,Dashon Johnson,win,loss,122139,120663,Submission,3,3:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122139,69.0,156.0,Australia,69.0,155.0,72.0,Orthodox,3.12,0.46,2.11,0.52,2.18,0.4,0.66,0.9,10.35,120663,69.0,155.0,United States,67.0,145.0,70.0,Orthodox,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,8.49,19.85763176,26.42299795,1,-6.565366189999999,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.09999999999999998,0,0,0
1344,13732,8,9/25/10,Evan Dunham,Sean Sherk,loss,win,22038,277,Decision,3,5:00,4,4,0,4,0,11,7,4,0,1,1,1,2,0,0,0,1,1,5,0,2,2,22038,70.0,155.0,United States,70.0,155.0,70.0,Southpaw,5.68,0.39,3.38,0.63,1.91,0.34,0.8,1.1,14.23,277,66.0,155.0,United States,66.0,155.0,67.0,Orthodox,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,11.29,28.76933607,37.13894593,0,-8.369609859999997,3.0,0.0,4.0,-7,-3,-4,0,0,-3,0,-2,-2,0.7000000000000001,-1,0,2
2130,26381,6,2/23/13,Michael Chiesa,Anton Kuivanen,win,loss,46224,14865,Submission,2,2:29,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,46224,73.0,155.0,United States,73.0,155.0,75.0,Southpaw,2.26,0.37,2.38,0.52,2.87,0.4,0.72,1.5,11.02,14865,69.0,155.0,Finland,68.0,155.0,72.0,Orthodox,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,8.26,25.21560575,28.81587953,1,-3.6002737799999984,3.0,0.0,4.0,-1,0,-1,0,0,-1,0,0,-1,1.1,0,0,0
2995,42205,5,6/13/15,Drew Dober,Efrain Escudero,loss,win,23982,16555,Submission,1,0:54,4,1,2,0,0,9,4,5,1,0,1,0,0,0,0,2,0,1,3,2,0,3,23982,68.0,155.0,United States,68.0,155.0,70.0,Southpaw,3.33,0.33,3.99,0.55,1.15,0.16,0.66,0.2,10.37,16555,69.0,155.0,United States,69.0,155.0,70.0,Orthodox,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,9.46,26.64750171,29.407255300000003,0,-2.7597535900000025,0.0,0.0,-1.0,-5,-3,-3,1,-1,-3,-2,0,-1,-0.6000000000000001,-2,3,-1
2422,33337,1,2/22/14,Ernest Chavez,Yosdenis Cedeno,win,loss,80837,47066,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80837,68.0,146.0,United States,68.0,145.0,70.0,Orthodox,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,9.39,47066,68.0,155.0,Cuba,68.0,155.0,69.0,Orthodox,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,4.81,30.65845311,29.02669405,1,1.6317590600000003,1.0,-9.0,0.0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0
2668,37361,4,8/23/14,Tony Martin,Beneil Dariush,loss,win,80436,56583,Submission,2,3:38,1,0,1,0,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,80436,72.0,156.0,United States,72.0,155.0,73.0,Orthodox,2.32,0.42,2.89,0.49,1.66,0.24,0.5,1.2,9.72,56583,70.0,155.0,United States,70.0,155.0,72.0,Southpaw,3.83,0.46,2.93,0.6,1.33,0.25,0.75,0.7,10.85,24.69815195,25.29774127,0,-0.5995893199999998,1.0,1.0,2.0,-1,-1,0,-1,0,0,0,-1,1,0.5,-1,-1,1
3098,42225,4,8/23/15,Marcos Rogerio de Lima,Nikita Krylov,loss,win,51955,110937,Submission,1,2:29,2,2,0,2,0,5,3,2,2,0,0,2,0,0,0,0,1,2,0,0,1,0,51955,73.0,205.0,Brazil,73.0,205.0,75.0,Orthodox,4.79,0.55,4.36,0.5,0.0,0.0,0.33,1.6,12.13,110937,75.0,205.0,Ukraine,75.0,205.0,77.0,Orthodox,6.55,0.6,2.87,0.45,0.37,0.16,0.42,1.8,13.22,30.16016427,23.46064339,0,6.699520879999998,-2.0,0.0,-2.0,-3,-1,-2,-1,0,0,0,-1,0,-0.19999999999999996,0,-1,1
2775,38841,3,1/3/15,Rodrigo Damm,Evan Dunham,loss,win,11507,22038,Decision,3,5:00,6,3,3,0,2,13,7,6,0,3,1,0,2,0,1,2,1,2,4,1,2,3,11507,67.0,145.0,Brazil,67.0,155.0,71.0,Orthodox,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,11.74,22038,70.0,155.0,United States,70.0,155.0,70.0,Southpaw,5.68,0.39,3.38,0.63,1.91,0.34,0.8,1.1,14.23,34.91581109,33.04312115,0,1.8726899400000008,1.0,-10.0,-3.0,-7,-4,-3,0,-2,-2,-1,-1,-1,-0.8,-1,1,-1
2931,42193,8,4/25/15,Thomas Almeida,Yves Jabouin,win,loss,87865,1693,TKO,1,4:18,1,1,0,1,0,8,5,3,1,0,0,0,1,0,0,0,0,0,5,1,2,0,87865,67.0,135.0,Brazil,67.0,135.0,70.0,Southpaw,6.46,0.49,4.47,0.66,0.0,0.0,0.8,0.0,12.88,1693,66.0,135.0,Canada,67.0,135.0,68.0,Orthodox,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,10.48,23.73442847,35.90417522,1,-12.169746749999998,2.0,0.0,1.0,-7,-4,-3,0,0,-4,-1,-2,0,-0.1,-4,1,2
1498,15483,7,3/19/11,Eliot Marshall,Luiz Cane,loss,win,15104,17559,TKO,1,2:15,4,3,1,0,1,6,3,3,0,2,1,0,2,0,0,1,0,2,1,0,2,0,15104,75.0,205.0,United States,74.0,205.0,77.0,Orthodox,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,7.75,17559,74.0,205.0,Brazil,74.0,185.0,77.0,Southpaw,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,12.94,30.69678303,29.96030116,0,0.7364818699999987,0.0,0.0,1.0,-2,0,-2,1,-2,1,0,-2,1,0.6000000000000001,0,1,0
2313,30815,1,11/16/13,Gian Villante,Cody Donovan,win,loss,42802,22304,TKO,2,1:22,1,0,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,42802,74.0,205.0,United States,75.0,205.0,76.0,Orthodox,4.08,0.46,5.47,0.56,0.76,0.24,0.8,0.0,12.37,22304,75.0,205.0,United States,75.0,205.0,74.0,Orthodox,5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,15.74,28.58042437,32.73648186,1,-4.1560574899999985,2.0,0.0,-1.0,-1,-1,0,0,-1,0,0,-1,0,-1.7,0,0,0
1951,22541,4,10/5/12,Marcus LeVesseur,Carlo Prater,win,loss,23538,6767,Decision,3,5:00,1,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,23538,70.0,155.0,United States,69.0,155.0,70.0,Southpaw,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,12.94,6767,72.0,155.0,Brazil,71.0,155.0,72.0,Switch,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,9.71,29.22108145,31.27994524,1,-2.05886379,-2.0,0.0,-2.0,-1,-1,0,0,0,0,1,0,-1,-1.1,1,-1,0
1444,15120,7,1/22/11,Matt Wiman,Cole Miller,win,loss,12236,13133,Decision,3,5:00,9,6,3,2,0,8,6,2,2,0,1,2,2,0,1,2,4,1,1,0,2,0,12236,70.0,155.0,United States,70.0,155.0,68.0,Orthodox,3.51,0.5,3.24,0.54,2.41,0.38,0.63,1.8,13.01,13133,73.0,145.0,United States,73.0,145.0,74.0,Orthodox,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,10.94,27.34291581,26.74058864,1,0.6023271700000024,-6.0,10.0,-3.0,1,0,1,-3,1,1,0,-1,2,0.0,-1,-3,2
3036,42213,1,7/12/15,Willie Gates,Darrell Montague,win,loss,40436,34214,TKO,1,1:36,1,0,1,0,1,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,40436,68.0,125.0,United States,68.0,125.0,70.0,Orthodox,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,7.91,34214,66.0,125.0,United States,66.0,125.0,67.0,Southpaw,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,10.77,28.47091034,27.68788501,1,0.783025330000001,3.0,0.0,2.0,-1,0,-1,0,0,0,1,-1,-1,-0.9999999999999999,1,-1,1
2371,32293,2,12/7/13,Krzysztof Jotko,Bruno Santos,win,loss,53380,48052,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53380,73.0,185.0,Poland,73.0,185.0,77.0,Southpaw,2.9,0.46,1.36,0.6,1.22,0.41,0.89,0.0,7.84,48052,68.0,185.0,Brazil,69.0,185.0,69.0,Orthodox,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,8.8,24.30116359,26.39288159,1,-2.0917179999999966,8.0,0.0,5.0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0
2350,32077,11,11/6/13,Ronny Markes,Yoel Romero,loss,win,21175,60762,KO,3,1:39,3,3,0,3,0,1,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,21175,73.0,190.0,Brazil,73.0,185.0,75.0,Orthodox,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,10.61,60762,70.0,185.0,United States,72.0,185.0,73.0,Southpaw,3.26,0.54,2.01,0.63,1.96,0.38,0.77,0.0,9.55,25.54414784,36.52019165,0,-10.97604381,2.0,5.0,3.0,2,2,0,0,-1,3,0,0,0,0.5,3,0,-1
1619,17274,2,12/10/11,Jake Hecht,Rich Attonito,win,loss,15759,11955,TKO,2,1:10,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,15759,72.0,170.0,United States,72.0,170.0,76.0,Orthodox,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,9.86,11955,70.0,170.0,United States,70.0,170.0,72.0,Orthodox,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,7.33,27.8329911,34.48323066,1,-6.650239559999996,4.0,0.0,2.0,-4,-3,-1,0,-1,-2,0,0,-1,0.0,-1,0,-1
2614,36711,4,6/7/14,Bobby Voelker,Lance Benoist,loss,win,15156,59764,Decision,3,5:00,3,0,3,0,3,3,1,2,0,2,0,0,0,0,1,2,0,0,1,0,0,2,15156,72.0,171.0,United States,72.0,170.0,75.0,Orthodox,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,12.82,59764,71.0,170.0,United States,71.0,170.0,73.0,Southpaw,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,9.89,35.1156742,25.77960301,0,9.336071190000002,2.0,1.0,1.0,0,-1,1,0,0,-1,0,1,0,0.0,-1,0,-1
2047,26099,2,2/2/13,Dustin Kimura,Chico Camus,win,loss,41247,42850,Submission,3,1:50,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,41247,66.0,136.0,United States,67.0,135.0,71.0,Orthodox,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,9.87,42850,66.0,125.0,United States,66.0,125.0,66.0,Orthodox,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,8.38,23.70431211,28.01916496,1,-4.314852850000001,5.0,11.0,0.0,-1,-1,0,0,0,-1,0,0,0,1.8000000000000003,-1,0,0
3082,42223,7,8/8/15,Uriah Hall,Oluwale Bamgbose,win,loss,14210,103153,TKO,1,2:32,6,3,3,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,14210,72.0,186.0,United States,72.0,185.0,79.0,Orthodox,3.11,0.52,2.95,0.55,1.07,0.41,0.72,0.3,9.63,103153,71.0,185.0,United States,71.0,185.0,78.0,Switch,1.89,0.42,2.0,0.51,0.0,0.0,0.33,0.0,5.15,31.01984942,28.010951399999996,1,3.0088980200000037,1.0,1.0,1.0,6,3,3,0,2,1,0,0,3,0.3,-2,0,2
1660,17551,2,11/19/11,Seth Baczynski,Matt Brown,win,loss,13827,14310,Submission,2,0:42,2,1,1,1,0,9,5,4,1,0,1,0,0,0,0,1,1,3,1,3,0,1,13827,75.0,170.0,United States,75.0,170.0,74.0,Orthodox,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,9.37,14310,72.0,170.0,United States,72.0,170.0,75.0,Orthodox,3.76,0.53,2.63,0.56,1.6,0.46,0.62,1.7,11.86,30.06433949,30.85557837,1,-0.7912388800000016,-1.0,0.0,3.0,-7,-4,-3,0,-3,-1,-3,0,0,-0.8999999999999999,-1,3,-3
1972,23169,5,12/8/12,Ramsey Nijem,Joe Proctor,win,loss,36963,46307,Decision,3,5:00,3,2,1,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,36963,71.0,155.0,United States,71.0,155.0,75.0,Orthodox,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,13.32,46307,70.0,155.0,United States,70.0,155.0,72.0,Orthodox,3.46,0.36,3.7,0.61,0.0,0.0,0.7,1.9,10.73,24.68720055,27.32922656,1,-2.6420260099999986,3.0,0.0,1.0,2,1,1,0,0,1,0,1,0,-0.7999999999999998,1,0,-1
1681,17824,3,11/5/11,Jason Young,Michihiro Omigawa,loss,win,17758,13005,Decision,3,5:00,1,0,1,0,1,4,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,4,17758,69.0,145.0,England,69.0,145.0,73.0,Orthodox,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0,10.23,13005,66.0,145.0,Japan,66.0,145.0,68.0,Orthodox,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,9.64,25.35523614,35.87953457,0,-10.524298429999998,5.0,0.0,3.0,-3,0,-3,0,0,0,0,0,-3,-1.5,3,0,0
1724,18901,1,1/14/12,Antonio Carvalho,Felipe Arantes,loss,win,5346,31372,Decision,3,5:00,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5346,68.0,145.0,Canada,69.0,145.0,68.0,Orthodox,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,8.58,31372,68.0,135.0,Brazil,68.0,135.0,73.0,Orthodox,2.43,0.49,2.33,0.63,1.13,0.56,0.42,0.9,8.89,32.62696783,23.92881588,0,8.69815195,-5.0,10.0,0.0,-1,0,-1,0,0,0,0,0,-1,-0.9,1,0,0
1899,21037,9,6/8/12,Scott Jorgensen,Eddie Wineland,loss,win,16852,4173,KO,2,4:10,3,2,1,0,1,2,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,2,16852,65.0,135.0,United States,65.0,135.0,66.0,Orthodox,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,12.18,4173,67.0,135.0,United States,67.0,135.0,69.0,Orthodox,3.36,0.29,3.42,0.71,0.34,0.33,0.85,0.2,9.5,29.724846000000003,27.95071869,0,1.7741273100000043,-3.0,0.0,-2.0,1,2,-1,0,1,1,0,0,-1,0.49999999999999994,2,0,1
2861,41893,6,2/28/15,Roan Carneiro,Mark Munoz,win,loss,2886,22411,Technical,1,1:40,5,2,3,0,2,13,8,5,0,2,0,1,1,2,0,1,1,3,4,1,3,1,2886,71.0,170.0,Brazil,71.0,170.0,74.0,Orthodox,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,10.06,22411,72.0,185.0,United States,72.0,185.0,72.0,Orthodox,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,11.09,36.74195756,37.0513347,1,-0.30937713999999517,2.0,-15.0,-1.0,-8,-6,-2,-1,-2,-3,1,-3,0,0.7999999999999999,-3,-2,1
2162,27073,1,3/16/13,George Roop,Reuben Duran,win,loss,16415,26602,Decision,3,5:00,7,2,5,0,2,3,1,2,0,1,0,1,1,1,2,2,1,0,0,0,1,1,16415,73.0,135.0,United States,73.0,135.0,72.0,Orthodox,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,9.15,26602,67.0,136.0,United States,67.0,135.0,69.0,Orthodox,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,8.95,31.34565366,29.70568104,1,1.6399726199999982,3.0,-1.0,6.0,4,1,3,-1,1,1,1,1,1,-0.6,0,-2,0
3014,42209,1,6/27/15,Danny Martinez,Sirwan Kakai,loss,win,16777,21446,Decision,3,5:00,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16777,65.0,135.0,United States,66.0,125.0,67.0,Orthodox,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,11.22,21446,66.0,135.0,Sweden,65.0,135.0,66.0,Orthodox,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,14.48,30.03422313,25.7303217,0,4.30390143,1.0,0.0,-1.0,2,0,2,0,0,0,0,0,2,0.0,-2,0,0
2066,26199,11,1/26/13,Demetrious Johnson,John Dodson,win,loss,45452,11660,Decision,5,5:00,6,4,1,2,0,3,3,0,3,0,0,0,4,0,0,1,0,2,1,0,0,0,45452,63.0,125.0,United States,63.0,125.0,66.0,Orthodox,3.31,0.52,1.74,0.65,3.54,0.54,0.62,0.5,11.42,11660,63.0,125.0,United States,63.0,135.0,66.0,Orthodox,3.34,0.4,3.46,0.62,0.8,0.29,0.84,0.0,9.75,26.45585216,28.3340178,1,-1.8781656400000024,0.0,0.0,0.0,3,1,1,0,-2,3,0,0,1,0.5,2,0,-2
1990,23527,8,10/13/12,Wagner Prado,Phil Davis,loss,win,53134,27802,Submission,2,4:29,1,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,53134,73.0,205.0,Brazil,72.0,205.0,74.0,Southpaw,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0,5.9,27802,74.0,205.0,United States,74.0,205.0,79.0,Orthodox,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,9.93,24.78850103,28.04928131,0,-3.2607802800000023,-5.0,0.0,-1.0,-6,-5,-1,-2,0,-3,0,0,-1,-0.6,-2,-2,0
2763,38839,3,12/13/14,Garett Whiteley,David Michaud,loss,win,39261,53778,Decision,3,5:00,2,0,2,0,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,39261,72.0,155.0,United States,72.0,155.0,72.0,Orthodox,3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,9.87,53778,69.0,155.0,United States,69.0,155.0,72.0,Orthodox,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,13.25,33.99863107,26.08898015,0,7.909650920000001,0.0,0.0,3.0,1,0,1,0,0,0,0,1,0,0.20000000000000007,0,0,-1
1362,14025,6,10/16/10,Claude Patrick,James Wilks,win,loss,4114,10569,Decision,3,5:00,1,1,0,1,0,3,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,4114,70.0,170.0,Canada,71.0,170.0,75.0,Orthodox,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,9.32,10569,73.0,170.0,England,73.0,170.0,75.0,Orthodox,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,10.75,30.33812457,32.53114305,1,-2.1930184799999957,0.0,0.0,-3.0,-2,-1,-1,0,0,-1,0,-1,0,-2.0999999999999996,-1,0,1
2226,28457,2,6/15/13,Mitch Clarke,John Maguire,win,loss,22556,15574,Decision,3,5:00,2,0,2,0,2,4,2,2,0,2,0,0,0,0,1,1,1,0,1,0,0,2,22556,70.0,154.0,Canada,70.0,155.0,73.0,Orthodox,2.26,0.34,2.85,0.46,0.74,0.18,0.5,0.5,7.83,15574,69.0,165.0,England,69.0,155.0,69.0,Southpaw,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,10.04,27.55646817,30.0752909,1,-2.51882273,4.0,-11.0,1.0,-2,-2,0,-1,0,-1,0,1,-1,-0.6000000000000001,0,-1,-1
3025,42211,1,7/11/15,Cody Pfister,Yosdenis Cedeno,win,loss,48481,47066,Decision,3,5:00,1,0,1,0,1,3,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,48481,70.0,155.0,United States,70.0,155.0,73.0,Orthodox,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0,8.09,47066,68.0,155.0,Cuba,68.0,155.0,69.0,Orthodox,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,4.81,24.99657769,30.40657084,1,-5.409993150000002,4.0,0.0,2.0,-2,-1,-1,0,-1,0,1,0,-2,-0.3,2,-1,-1
2029,25825,10,4/27/13,Alan Belcher,Michael Bisping,loss,win,10967,10196,Technical,3,4:31,14,9,5,0,1,18,13,5,0,1,4,4,1,1,1,3,0,8,5,0,2,3,10967,74.0,185.0,United States,74.0,185.0,73.0,Orthodox,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,8.95,10196,74.0,185.0,England,73.0,185.0,75.0,Orthodox,4.44,0.38,2.63,0.66,1.1,0.43,0.64,0.3,10.58,29.00752909,34.16016427,0,-5.152635180000004,-2.0,0.0,0.0,-4,-4,0,4,-4,-4,1,-1,0,0.6000000000000001,-4,3,-3
1005,8864,6,1/17/09,Chris Lytle,Marcus Davis,loss,win,267,8592,Decision,3,5:00,13,5,8,1,0,9,7,2,1,0,3,1,1,0,2,6,4,2,1,0,1,1,267,71.0,170.0,United States,71.0,170.0,68.0,Orthodox,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,12.02,8592,68.0,170.0,United States,70.0,170.0,70.0,Southpaw,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,10.5,34.41752225,35.40041068,0,-0.9828884300000027,-2.0,0.0,3.0,4,-2,6,-1,-1,0,0,1,5,1.0,-5,-1,-2
2312,30815,2,11/16/13,Will Campuzano,Sergio Pettis,loss,win,35521,50987,Decision,3,5:00,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35521,69.0,125.0,United States,69.0,125.0,70.0,Orthodox,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,9.14,50987,66.0,125.0,United States,66.0,125.0,69.0,Orthodox,4.02,0.38,2.75,0.65,1.48,0.42,0.71,0.7,11.11,27.47433265,20.24640657,0,7.22792608,1.0,0.0,3.0,2,0,2,0,0,0,1,0,1,-0.49999999999999994,-1,-1,0
2219,28457,8,6/15/13,Rosi Sexton,Alexis Davis,loss,win,5358,22071,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,63.0,135.0,England,63.0,135.0,63.0,Orthodox,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,13.18,22071,65.0,136.0,Canada,66.0,135.0,68.0,Orthodox,4.69,0.48,4.5,0.52,0.87,0.38,0.4,0.9,12.74,35.91512663,28.6954141,0,7.2197125300000025,-5.0,-1.0,-2.0,0,0,0,0,0,0,0,0,0,-0.9,0,0,0
1740,19039,5,1/28/12,Cub Swanson,George Roop,win,loss,11002,16415,TKO,2,2:22,1,0,1,0,1,6,2,4,0,1,0,0,0,1,0,0,0,1,1,1,1,2,11002,67.0,145.0,United States,68.0,145.0,70.0,Orthodox,3.67,0.46,3.07,0.63,1.3,0.51,0.55,0.6,10.79,16415,73.0,135.0,United States,73.0,135.0,72.0,Orthodox,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,9.15,28.23819302,30.21492129,1,-1.9767282699999988,-2.0,10.0,-6.0,-5,-2,-3,0,-1,-1,0,-1,-2,0.5,1,0,0
2484,35107,11,4/19/14,Donald Cerrone,Edson Barboza,win,loss,15105,46259,Submission,1,3:15,12,9,3,2,0,8,7,1,3,0,3,3,3,0,1,2,0,4,3,0,1,0,15105,71.0,155.0,United States,73.0,170.0,73.0,Orthodox,4.18,0.47,4.01,0.54,1.36,0.42,0.7,1.6,13.28,46259,71.0,155.0,Brazil,71.0,155.0,75.0,Orthodox,3.97,0.41,3.54,0.64,0.59,0.53,0.86,0.1,10.64,31.05817933,28.24093087,1,2.817248460000002,-2.0,0.0,0.0,4,2,2,3,-1,0,0,0,2,1.5,-2,3,-1
3115,42235,9,10/3/15,Ali Bagautinov,Joseph Benavidez,loss,win,81198,15008,Decision,3,5:00,4,3,1,0,1,11,9,2,3,0,0,1,2,0,0,1,1,3,5,0,1,1,81198,64.0,125.0,Russia,64.0,125.0,65.0,Orthodox,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,10.7,15008,64.0,125.0,United States,64.0,125.0,65.0,Southpaw,3.42,0.33,2.36,0.65,1.21,0.29,0.66,0.8,9.72,30.30800821,31.17316906,0,-0.8651608499999988,0.0,0.0,0.0,-7,-6,-1,-1,-2,-3,0,-1,0,-0.5,-3,-1,-1
1557,16309,4,6/26/11,Daniel Roberts,Rich Attonito,loss,win,23999,11955,Decision,3,5:00,5,3,2,0,1,3,2,1,0,1,2,0,1,0,1,1,0,1,1,0,0,1,23999,70.0,170.0,United States,70.0,170.0,74.0,Southpaw,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,9.46,11955,70.0,170.0,United States,70.0,170.0,72.0,Orthodox,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,7.33,30.88843258,34.02600958,0,-3.1375770000000003,2.0,0.0,0.0,2,1,1,2,-1,0,0,1,0,2.5,0,2,-2
