,eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age,result,Age,Reach,weight,height,fightdif,windif,lossdif,subdif,KOdif,Decdif,subldif,KOldif,Decldif,subavg,decexp,subexp,KOexp
2454,33949,12,3/15/14,Tyron Woodley,Carlos Condit,win,loss,42605,6765,TKO,2,2:00,3,2,1,1,0,9,6,3,1,0,0,2,0,0,0,1,0,4,2,0,0,3,42605,69.0,170.0,United States,69.0,170.0,74.0,Orthodox,2.51,0.48,2.51,0.61,1.57,0.45,0.91,0.5,9.54,6765,73.0,170.0,United States,74.0,170.0,75.0,Orthodox,3.78,0.39,2.42,0.56,0.59,0.52,0.39,1.2,9.85,31.90965092,29.88364134,1,2.02600958,-1.0,0.0,-4.0,-6,-4,-2,0,-2,-2,0,0,-2,-0.7,0,0,-2
1399,14504,7,12/11/10,Thiago Alves,John Howard,win,loss,5998,11798,Decision,3,5:00,13,9,4,0,2,5,4,1,0,1,0,7,2,1,1,2,0,2,2,0,1,0,5998,70.0,170.0,Brazil,69.0,170.0,70.0,Orthodox,3.49,0.41,3.08,0.64,0.73,0.64,0.63,0.4,10.02,11798,67.0,171.0,United States,67.0,170.0,71.0,Orthodox,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,10.36,27.18959617,27.78097194,1,-0.5913757699999991,-1.0,-1.0,3.0,8,5,3,0,5,0,1,0,2,0.0,-2,-1,5
2158,27073,6,3/16/13,Darren Elkins,Antonio Carvalho,win,loss,22094,5346,TKO,1,3:06,6,5,1,4,0,3,2,1,2,0,0,1,4,1,0,0,0,1,1,0,0,1,22094,70.0,145.0,United States,70.0,145.0,71.0,Orthodox,3.04,0.36,2.08,0.57,2.77,0.37,0.4,1.5,11.09,5346,68.0,145.0,Canada,69.0,145.0,68.0,Orthodox,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,8.58,28.83230664,33.79603012,1,-4.963723479999999,3.0,0.0,2.0,3,3,0,0,0,3,1,0,-1,1.5,4,-1,0
1290,12474,4,3/31/10,Caol Uno,Gleison Tibau,loss,win,283,5993,TKO,1,4:13,9,3,4,0,0,10,6,4,1,0,0,1,2,0,2,2,2,0,4,1,1,2,283,67.0,145.0,Japan,67.0,155.0,70.0,Southpaw,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,7.93,5993,70.0,155.0,Brazil,70.0,155.0,71.0,Southpaw,1.95,0.33,2.37,0.63,4.3,0.54,0.92,0.9,11.94,34.89664613,26.72416153,0,8.1724846,-1.0,-10.0,-3.0,-1,-3,0,-2,1,-2,-1,1,0,-0.4,-2,-1,0
1341,13380,2,8/28/10,Greg Soto,Nick Osipczak,win,loss,19080,30033,Decision,3,5:00,1,0,1,0,1,3,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,19080,71.0,170.0,United States,71.0,170.0,73.0,Orthodox,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,10.17,30033,73.0,170.0,England,74.0,170.0,76.0,Orthodox,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,10.96,24.23545517,25.65913758,1,-1.4236824099999978,-3.0,0.0,-2.0,-2,-2,0,-1,-1,0,0,0,-1,0.0,1,-1,-1
2541,35511,11,12/6/14,Robbie Lawler,Johny Hendricks,win,loss,2245,24539,Decision,5,5:00,13,9,4,2,0,13,11,2,1,0,0,5,4,2,1,1,0,5,6,0,0,2,2245,71.0,170.0,United States,71.0,170.0,74.0,Southpaw,3.49,0.44,3.69,0.62,0.82,0.68,0.67,0.0,10.41,24539,69.0,170.0,United States,69.0,185.0,69.0,Southpaw,3.51,0.46,3.83,0.54,4.01,0.48,0.63,0.3,13.76,32.71457906,31.23340178,1,1.4811772799999972,5.0,0.0,2.0,0,-2,2,0,0,-2,2,1,-1,-0.3,-1,-2,-1
1772,19325,3,6/1/12,Cristiano Marcello,Sam Sicilia,loss,win,3530,53205,KO,2,2:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530,70.0,155.0,Brazil,69.0,155.0,72.0,Orthodox,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,8.73,53205,68.0,145.0,United States,68.0,145.0,67.0,Orthodox,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,10.41,34.49418207,26.32991102,0,8.16427105,5.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
3132,42237,5,11/7/15,Clay Guida,Thiago Tavares,loss,win,8184,4647,Submission,1,0:39,21,12,9,1,0,16,9,6,0,1,4,1,7,3,1,5,4,1,4,0,4,2,8184,67.0,145.0,United States,67.0,145.0,70.0,Orthodox,2.25,0.31,2.44,0.65,3.53,0.38,0.69,0.8,11.05,4647,67.0,145.0,Brazil,67.0,145.0,68.0,Orthodox,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,11.7,33.913757700000005,30.99520876,0,2.9185489400000044,2.0,0.0,0.0,5,3,3,0,0,3,3,-3,3,-0.7,0,-3,3
1923,21047,6,11/17/12,Cyrille Diabate,Chad Griggs,win,loss,2191,15932,Submission,1,2:44,5,3,2,1,0,1,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,0,2191,78.0,205.0,France,78.0,205.0,81.0,Southpaw,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,9.88,15932,75.0,205.0,United States,73.0,205.0,73.0,Orthodox,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,8.43,39.43874059,34.51060917,1,4.92813142,8.0,0.0,3.0,4,3,1,0,1,2,1,0,0,0.2,2,-1,1
1120,10333,11,10/24/09,Mauricio Rua,Lyoto Machida,loss,win,5707,7513,Decision,5,5:00,3,2,1,2,0,7,7,0,7,0,0,2,0,1,0,0,1,2,4,0,0,0,5707,73.0,205.0,Brazil,73.0,205.0,76.0,Orthodox,3.75,0.51,2.58,0.56,2.17,0.48,0.45,0.9,11.4,7513,73.0,185.0,Brazil,73.0,185.0,74.0,Southpaw,2.63,0.53,1.59,0.62,1.33,0.65,0.75,0.4,8.5,27.91238877,31.40314853,0,-3.4907597599999995,2.0,20.0,0.0,-4,-5,1,-1,0,-4,1,0,0,0.5,-4,-2,0
2678,37549,4,11/15/14,Jessica Eye,Leslie Smith,win,loss,39575,46542,TKO,2,1:30,2,0,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,39575,66.0,135.0,United States,66.0,135.0,66.0,Orthodox,3.52,0.36,3.43,0.59,0.16,1.0,0.61,0.2,9.87,46542,69.0,135.0,United States,69.0,135.0,66.0,Orthodox,6.81,0.37,8.38,0.52,0.0,0.0,0.66,0.0,16.74,28.30390144,32.24640657,1,-3.942505129999997,0.0,0.0,-3.0,0,-1,0,0,-1,0,0,0,0,0.2,0,0,-1
2287,30249,7,9/21/13,Wilson Reis,Ivan Menjivar,win,loss,23401,993,Decision,3,5:00,0,0,0,0,0,7,4,3,0,1,0,0,0,0,0,0,2,1,1,1,0,2,23401,64.0,125.0,Brazil,64.0,125.0,65.0,Southpaw,2.15,0.37,2.12,0.62,5.51,0.46,0.53,0.8,12.56,993,66.0,135.0,El Salvador,66.0,145.0,64.0,Orthodox,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,8.78,28.706365500000004,31.31279945,1,-2.606433949999996,1.0,-10.0,-2.0,-7,-4,-3,-2,-1,-1,-1,0,-2,-0.19999999999999996,1,-1,-1
1206,11617,6,1/11/10,Rick Story,Jesse Lennox,win,loss,25989,17139,Decision,3,5:00,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,25989,70.0,170.0,United States,69.0,170.0,71.0,Southpaw,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,11.54,17139,69.0,170.0,United States,69.0,170.0,72.0,Orthodox,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,9.66,25.37166324,27.84120465,1,-2.4695414100000015,-1.0,0.0,1.0,1,0,1,1,-1,0,0,0,1,0.6000000000000001,-1,1,-1
2357,32077,4,11/6/13,Chris Camozzi,Lorenz Larkin,loss,win,17224,51345,Decision,3,5:00,9,6,3,0,1,1,0,1,0,1,1,1,4,1,0,1,0,0,0,0,0,1,17224,75.0,185.0,United States,74.0,185.0,76.0,Orthodox,3.78,0.44,2.99,0.57,0.29,0.19,0.59,0.4,9.25,51345,71.0,170.0,United States,71.0,170.0,72.0,Orthodox,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,8.94,26.96235455,27.17590691,0,-0.21355235999999778,4.0,15.0,4.0,8,6,2,1,1,4,1,0,0,0.30000000000000004,4,0,1
1927,21047,1,11/17/12,Steven Siler,Darren Elkins,loss,win,22537,22094,Decision,3,5:00,3,3,0,3,0,5,4,1,3,0,1,0,2,0,0,0,0,1,3,1,0,0,22537,71.0,164.0,United States,71.0,145.0,70.0,Orthodox,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,9.95,22094,70.0,145.0,United States,70.0,145.0,71.0,Orthodox,3.04,0.36,2.08,0.57,2.77,0.37,0.4,1.5,11.09,25.75496235,28.5065024,0,-2.751540049999999,-1.0,19.0,1.0,-2,-1,-1,1,-1,-1,-1,0,0,0.10000000000000009,-1,2,-1
1752,19068,4,1/20/12,Daniel Roberts,Charlie Brenneman,loss,win,23999,23403,Decision,3,5:00,6,3,3,0,2,5,3,2,0,1,2,0,1,0,1,2,0,0,3,0,2,0,23999,70.0,170.0,United States,70.0,170.0,74.0,Southpaw,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,9.46,23403,70.0,155.0,United States,70.0,155.0,72.0,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,9.46,31.45790554,30.9431896,0,0.5147159399999985,2.0,15.0,0.0,1,0,1,2,0,-2,0,-1,2,2.5,-4,2,1
2954,42197,10,5/16/15,Mark Munoz,Luke Barnatt,win,loss,22411,56567,Decision,3,5:00,14,8,6,0,3,5,3,2,0,2,1,3,4,1,3,1,1,1,1,0,0,2,22411,72.0,185.0,United States,72.0,185.0,72.0,Orthodox,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,11.09,56567,78.0,185.0,England,78.0,185.0,77.0,Orthodox,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,11.33,37.26214921,27.08829569,1,10.173853519999998,-5.0,0.0,-6.0,9,5,4,0,2,3,1,3,-1,0.19999999999999996,4,-1,-1
2009,24707,10,12/15/12,George Sotiropoulos,Ross Pearson,loss,win,11702,11884,TKO,3,0:41,9,7,2,0,2,8,5,3,0,1,4,1,2,0,1,1,0,1,4,1,1,1,11702,70.0,155.0,Australia,70.0,155.0,71.0,Orthodox,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,10.83,11884,68.0,155.0,England,68.0,155.0,69.0,Orthodox,3.54,0.41,3.57,0.64,0.86,0.38,0.75,0.0,10.15,35.43600274,28.21902806,0,7.21697468,2.0,0.0,2.0,1,2,-1,4,0,-2,-1,0,0,1.6,-2,5,0
1977,23437,9,11/10/12,Rich Franklin,Cung Le,loss,win,392,14883,KO,1,2:17,19,14,5,1,0,2,1,1,1,0,1,9,4,0,3,2,0,0,1,0,1,0,392,73.0,185.0,United States,73.0,185.0,75.0,Southpaw,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,10.53,14883,70.0,185.0,United States,69.0,185.0,69.0,Southpaw,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,11.74,38.09993155,40.46269678,0,-2.362765230000001,6.0,0.0,3.0,17,13,4,1,9,3,0,2,2,0.39999999999999997,1,1,7
1697,18346,5,12/30/11,Junior Assuncao,Ross Pearson,loss,win,10380,11884,Decision,3,5:00,4,2,2,1,0,6,4,2,0,1,1,0,1,2,0,0,0,1,3,1,0,1,10380,69.0,145.0,Brazil,69.0,145.0,72.0,Orthodox,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,10.46,11884,68.0,155.0,England,68.0,155.0,69.0,Orthodox,3.54,0.41,3.57,0.64,0.86,0.38,0.75,0.0,10.15,30.51608487,27.25804244,0,3.2580424299999997,3.0,-10.0,1.0,-2,-2,0,1,-1,-2,1,0,-1,0.7,-1,0,-1
1024,9297,8,6/13/09,Caol Uno,Spencer Fisher,loss,win,283,5118,Decision,3,5:00,7,3,3,0,1,10,7,3,2,0,0,1,2,0,2,1,2,3,2,0,1,2,283,67.0,145.0,Japan,67.0,155.0,70.0,Southpaw,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,7.93,5118,67.0,155.0,United States,67.0,155.0,70.0,Southpaw,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,9.64,34.09993155,33.09514031,0,1.004791240000003,0.0,-10.0,0.0,-3,-4,0,-2,-2,0,0,1,-1,-0.30000000000000004,1,-2,-3
2516,35505,4,6/14/14,Yves Jabouin,Mike Easton,win,loss,1693,9626,Decision,3,5:00,7,4,3,0,1,6,3,3,0,3,0,0,4,1,2,0,0,1,2,0,0,3,1693,66.0,135.0,Canada,67.0,135.0,68.0,Orthodox,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,10.48,9626,66.0,135.0,United States,66.0,135.0,70.0,Southpaw,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,10.4,35.04175222,30.38466804,1,4.657084179999998,-2.0,0.0,0.0,1,1,0,0,-1,2,1,2,-3,0.1,5,-1,-3
3217,47465,7,1/2/16,Masanori Kanehara,Michael McDonald,loss,win,13767,30297,Submission,2,2:09,2,1,1,0,1,7,5,2,0,1,0,0,1,0,0,1,1,2,2,2,0,0,13767,67.0,135.0,Japan,67.0,135.0,67.0,Orthodox,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,8.09,30297,68.0,136.0,United States,69.0,135.0,70.0,Orthodox,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,10.11,33.12251882,24.96372348,0,8.158795340000005,-3.0,-1.0,-1.0,-5,-4,-1,-1,-2,-1,-2,0,1,-0.4999999999999999,-2,1,-2
1586,16787,6,8/6/11,Matt Hamill,Alexander Gustafsson,loss,win,16695,26162,TKO,2,3:41,12,9,3,0,1,4,3,1,2,0,0,5,3,0,1,2,2,1,0,1,0,0,16695,74.0,205.0,United States,73.0,205.0,76.0,Orthodox,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,12.77,26162,76.0,205.0,Sweden,77.0,205.0,79.0,Orthodox,4.12,0.4,3.63,0.5,1.93,0.4,0.86,0.6,12.44,34.83367556,24.55578371,0,10.277891850000003,-3.0,0.0,-2.0,8,6,2,-2,4,3,-1,1,2,-0.6,1,-1,3
1451,15202,9,2/27/11,Brian Ebersole,Chris Lytle,win,loss,3015,267,Decision,3,5:00,0,0,0,0,0,18,9,9,4,0,0,0,0,0,0,0,5,1,3,0,2,7,3015,72.0,170.0,United States,72.0,170.0,73.0,Southpaw,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,8.15,267,71.0,170.0,United States,71.0,170.0,68.0,Orthodox,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,12.02,30.25051335,36.5284052,1,-6.277891850000003,5.0,0.0,1.0,-18,-9,-9,-5,-1,-3,0,-2,-7,-2.3,4,-5,1
1141,10443,2,9/16/09,Mike Pierce,Brock Larson,win,loss,25415,6373,Decision,3,5:00,0,0,0,0,0,4,3,1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,25415,68.0,170.0,United States,68.0,170.0,70.0,Orthodox,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,10.43,6373,71.0,170.0,United States,71.0,170.0,71.0,Southpaw,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,9.34,29.0403833,32.06570842,1,-3.0253251200000015,-1.0,0.0,-3.0,-4,-3,-1,-2,0,-1,0,0,-1,-1.8,0,-2,0
2916,42189,6,4/11/15,Mickael Lebout,Sergio Moraes,loss,win,81143,21343,Decision,3,5:00,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,81143,71.0,155.0,France,71.0,155.0,73.0,Orthodox,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,7.06,21343,72.0,170.0,Brazil,72.0,170.0,72.0,Orthodox,2.32,0.45,2.72,0.65,1.16,0.3,0.75,0.4,8.75,27.65229295,32.71731691,0,-5.065023960000001,1.0,-15.0,-1.0,-3,-2,-1,-2,0,0,0,0,-1,-0.4,1,-2,0
1826,20039,6,5/5/12,Pascal Krauss,John Hathaway,loss,win,43439,16704,Decision,3,5:00,1,1,0,1,0,6,5,1,1,0,0,0,1,0,0,0,0,1,4,0,0,1,43439,73.0,170.0,Germany,73.0,170.0,72.0,Orthodox,5.45,0.47,3.88,0.59,1.53,0.5,0.6,0.9,13.92,16704,74.0,170.0,England,73.0,170.0,75.0,Orthodox,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,10.76,25.045859,24.84599589,0,0.199863109999999,-3.0,0.0,-1.0,-5,-4,-1,0,-1,-3,0,0,-1,0.0,-2,0,-1
2210,28215,8,5/18/13,Francisco Trinaldo,Mike Rio,win,loss,31103,54833,Submission,1,3:08,3,2,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,31103,68.0,155.0,Brazil,69.0,155.0,70.0,Southpaw,3.34,0.46,2.29,0.6,1.08,0.4,0.62,0.5,9.29,54833,70.0,155.0,United States,70.0,155.0,71.0,Orthodox,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,9.44,34.73237509,31.86584531,1,2.866529779999997,-1.0,0.0,-2.0,2,1,1,0,1,0,0,0,1,-0.5,-1,0,1
1980,23437,7,11/10/12,Paulo Thiago,Dong Hyun Kim,loss,win,13336,16374,Decision,3,5:00,8,4,4,0,1,9,6,2,0,1,0,1,2,0,1,3,0,1,5,0,2,0,13336,71.0,170.0,Brazil,71.0,170.0,73.0,Orthodox,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,8.28,16374,73.0,170.0,South Korea,74.0,170.0,76.0,Southpaw,2.19,0.49,1.79,0.59,3.01,0.43,0.8,0.7,10.0,31.79192334,30.98151951,0,0.810403830000002,-3.0,0.0,-2.0,-1,-2,2,0,0,-3,0,-1,3,0.5,-6,0,1
1037,9307,3,2/7/09,Rich Clementi,Gleison Tibau,loss,win,1046,5993,Submission,1,4:35,9,5,4,0,1,6,3,3,0,2,3,0,2,2,0,2,1,0,2,1,1,1,1046,69.0,155.0,United States,69.0,155.0,72.0,Southpaw,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,8.18,5993,70.0,155.0,Brazil,70.0,155.0,71.0,Southpaw,1.95,0.33,2.37,0.63,4.3,0.54,0.92,0.9,11.94,32.8569473,25.58247775,0,7.274469550000003,1.0,0.0,-1.0,3,2,1,2,0,0,1,-1,1,0.20000000000000007,-1,1,1
1335,13380,7,8/28/10,Kenny Florian,Gray Maynard,loss,win,8021,15835,Decision,3,5:00,14,11,3,2,0,8,7,0,7,0,8,2,1,1,1,1,0,1,6,0,0,0,8021,70.0,145.0,United States,70.0,145.0,74.0,Southpaw,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,9.74,15835,68.0,155.0,United States,69.0,145.0,70.0,Orthodox,1.97,0.31,2.53,0.69,2.48,0.41,0.83,0.6,9.82,34.25598905,30.97878166,0,3.2772073899999974,4.0,-10.0,2.0,6,4,3,8,1,-5,1,1,1,0.7000000000000001,-6,7,0
2828,40613,11,12/20/14,Mitch Gagnon,Renan Barao,loss,win,37404,23156,Submission,3,3:53,5,4,1,4,0,8,7,1,0,1,2,0,1,1,0,0,2,2,3,0,1,0,37404,66.0,135.0,Canada,65.0,135.0,65.0,Southpaw,3.18,0.48,2.13,0.63,1.43,0.26,0.67,1.9,10.68,23156,67.0,135.0,Brazil,66.0,145.0,70.0,Orthodox,3.64,0.34,3.5,0.6,1.46,0.43,0.97,0.6,11.54,30.19301848,27.88501027,0,2.3080082100000006,-5.0,0.0,-1.0,-3,-3,0,0,-2,-2,1,-1,0,1.2999999999999998,-2,-1,-1
2783,38843,7,2/22/15,Frankie Saenz,Iuri Alcantara,win,loss,55410,16129,Decision,3,5:00,1,1,0,1,0,9,6,2,3,0,0,0,1,0,0,0,0,2,4,0,0,2,55410,66.0,135.0,United States,66.0,135.0,66.0,Orthodox,3.94,0.44,3.11,0.52,1.73,0.33,0.69,0.2,10.96,16129,69.0,136.0,Brazil,69.0,135.0,71.0,Southpaw,2.65,0.46,2.54,0.48,1.46,0.68,0.57,0.8,9.64,34.52977413,34.55167693,1,-0.021902799999999445,-5.0,-1.0,-3.0,-8,-5,-2,0,-2,-3,0,0,-2,-0.6000000000000001,-1,0,-2
2107,26217,5,12/14/13,Bobby Green,Pat Healy,win,loss,27953,6246,Decision,3,5:00,2,2,0,2,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,27953,70.0,155.0,United States,70.0,155.0,71.0,Orthodox,4.38,0.48,3.16,0.66,1.22,0.33,0.81,0.3,11.34,6246,69.0,155.0,United States,72.0,155.0,74.0,Orthodox,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,11.1,27.26351814,30.40383299,1,-3.140314850000003,-3.0,0.0,1.0,-1,2,-2,1,1,0,-1,0,-1,-0.8,1,2,1
2600,36427,8,5/31/14,Luke Barnatt,Sean Strickland,loss,win,56567,30452,Decision,3,5:00,3,3,0,3,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,56567,78.0,185.0,England,78.0,185.0,77.0,Orthodox,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,11.33,30452,73.0,171.0,United States,73.0,170.0,76.0,Orthodox,4.31,0.37,2.81,0.66,1.52,0.5,0.72,0.6,11.49,26.13004791,23.25530459,0,2.8747433199999968,1.0,14.0,5.0,2,2,0,0,1,1,0,0,0,-0.19999999999999996,1,0,1
1764,19187,1,2/15/12,Bernardo Magalhaes,Tim Means,loss,win,26495,11281,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26495,69.0,155.0,Brazil,69.0,155.0,65.0,Orthodox,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,6.62,11281,74.0,170.0,United States,74.0,170.0,75.0,Orthodox,4.18,0.46,2.76,0.63,0.88,0.47,0.59,0.2,10.17,30.53251198,27.98631075,0,2.5462012299999977,-10.0,-15.0,-5.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
2442,33929,11,1/15/14,Lorenz Larkin,Brad Tavares,loss,win,51345,33095,Decision,3,5:00,2,1,1,1,0,7,6,1,4,0,0,0,1,0,0,1,0,1,5,0,0,1,51345,71.0,170.0,United States,71.0,170.0,72.0,Orthodox,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,8.94,33095,71.0,185.0,United States,73.0,185.0,74.0,Orthodox,3.12,0.41,2.49,0.55,1.29,0.32,0.75,0.0,8.93,27.36755647,26.0698152,0,1.2977412699999995,-2.0,-15.0,0.0,-5,-5,0,0,-1,-4,0,0,0,0.1,-4,0,-1
1685,18201,8,11/12/11,Dustin Poirier,Pablo Garza,win,loss,50529,35448,Submission,2,1:32,2,2,0,2,0,2,2,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,50529,69.0,155.0,United States,69.0,155.0,72.0,Southpaw,4.97,0.49,3.38,0.57,1.79,0.4,0.68,1.3,13.58,35448,73.0,145.0,United States,73.0,145.0,73.0,Orthodox,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,9.65,22.81177276,28.15605749,1,-5.344284729999998,-1.0,10.0,-4.0,0,0,0,-1,-1,2,0,0,0,0.0,2,-1,-1
3059,42219,9,7/25/15,Joe Lauzon,Takanori Gomi,win,loss,4923,425,TKO,1,2:37,18,11,7,0,1,9,4,5,0,1,7,3,1,1,3,3,0,2,2,3,1,1,4923,69.0,155.0,United States,70.0,155.0,71.0,Orthodox,2.62,0.38,4.74,0.57,2.27,0.43,0.54,2.3,13.85,425,68.0,155.0,Japan,67.0,155.0,70.0,Southpaw,3.85,0.41,3.47,0.6,1.25,0.65,0.63,0.8,11.66,31.17316906,36.83778234,1,-5.6646132799999975,1.0,0.0,1.0,9,7,2,7,1,-1,-2,2,2,1.4999999999999998,-3,9,-1
2279,30249,13,9/21/13,Jon Jones,Alexander Gustafsson,win,loss,27944,26162,Decision,5,5:00,13,12,1,9,0,8,7,1,6,0,4,4,3,0,0,0,2,3,2,1,0,0,27944,76.0,205.0,United States,76.0,205.0,84.0,Orthodox,4.25,0.55,2.0,0.65,2.25,0.52,0.94,0.6,11.76,26162,76.0,205.0,Sweden,77.0,205.0,79.0,Orthodox,4.12,0.4,3.63,0.5,1.93,0.4,0.86,0.6,12.44,26.17659138,26.68309377,1,-0.5065023899999979,5.0,0.0,0.0,5,5,0,2,1,1,-1,0,0,0.0,1,3,1
2446,33929,6,1/15/14,Justin Edwards,Ramsey Nijem,loss,win,37452,36963,Decision,3,5:00,5,2,3,0,1,6,3,3,0,2,0,0,1,0,1,2,0,1,2,1,2,0,37452,70.0,155.0,United States,70.0,155.0,70.0,Orthodox,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,10.6,36963,71.0,155.0,United States,71.0,155.0,75.0,Orthodox,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,13.32,30.970568100000005,25.79055441,0,5.180013690000006,-5.0,0.0,-1.0,-1,-1,0,0,-1,-1,-1,-1,2,-0.10000000000000009,-3,1,0
2348,32077,12,11/6/13,Alexis Davis,Liz Carmouche,win,loss,22071,67007,Decision,3,5:00,1,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,22071,65.0,136.0,Canada,66.0,135.0,68.0,Orthodox,4.69,0.48,4.5,0.52,0.87,0.38,0.4,0.9,12.74,67007,66.0,135.0,United States,66.0,135.0,66.0,Orthodox,3.27,0.54,2.8,0.6,2.81,0.46,0.66,0.2,11.34,29.08966461,29.71389459,1,-0.6242299799999991,2.0,1.0,-1.0,-1,0,-1,0,-1,1,-1,0,0,0.7,1,1,-1
2973,42201,11,5/30/15,Charles Oliveira,Nik Lentz,win,loss,30300,15058,Submission,3,1:10,12,7,4,3,0,14,9,3,1,0,6,0,1,1,2,1,1,1,7,0,1,2,30300,71.0,145.0,Brazil,70.0,155.0,74.0,Orthodox,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,13.54,15058,68.0,145.0,United States,68.0,155.0,68.0,Orthodox,3.11,0.49,2.81,0.48,3.79,0.36,0.44,1.4,12.88,25.61533196,30.7926078,1,-5.17727584,6.0,0.0,3.0,-2,-2,1,5,-1,-6,1,1,-1,1.3000000000000003,-5,4,-2
